,location,total_sqft,bath,price,bhk
4287,Karuna Nagar,1945.0,3.0,115.0,3
4288,Karuna Nagar,1960.0,3.0,165.0,3
4289,Kasavanhalli,1060.0,2.0,58.06,2
4290,Kasavanhalli,1563.05,3.0,105.0,3
4291,Kasavanhalli,1717.0,3.0,99.0,3
4293,Kasavanhalli,3260.0,4.0,240.0,4
4294,Kasavanhalli,1349.0,2.0,78.0,2
4295,Kasavanhalli,1121.0,2.0,78.0,2
4296,Kasavanhalli,1100.0,2.0,50.0,2
4298,Kasavanhalli,1200.0,2.0,78.0,2
4301,Kasavanhalli,1476.0,3.0,89.0,3
4303,Kasavanhalli,1200.0,2.0,50.0,2
4304,Kasavanhalli,1719.0,3.0,116.0,3
4305,Kasavanhalli,1115.0,2.0,50.0,2
4306,Kasavanhalli,1125.0,2.0,61.2,2
4307,Kasavanhalli,2170.0,3.0,151.0,3
4310,Kasavanhalli,1476.0,3.0,95.0,3
4311,Kasavanhalli,1200.0,2.0,50.3,2
4313,Kasavanhalli,1787.0,3.0,123.0,3
4314,Kasavanhalli,1090.0,2.0,59.8,2
4315,Kasavanhalli,1691.0,3.0,104.0,3
4316,Kasavanhalli,4260.0,4.0,272.0,4
4317,Kasavanhalli,2111.0,4.0,120.0,3
4319,Kasavanhalli,950.0,2.0,39.0,2
4324,Kasavanhalli,770.0,1.0,43.82,1
4325,Kasavanhalli,1147.0,2.0,60.0,2
4326,Kasavanhalli,1375.0,2.0,72.0,2
4328,Kasavanhalli,1200.0,2.0,60.0,2
4329,Kasavanhalli,4260.0,4.0,333.0,4
4330,Kasavanhalli,1495.0,2.0,83.0,2
4331,Kasavanhalli,5000.0,2.0,400.0,2
4332,Kasavanhalli,4000.0,4.0,325.0,4
4334,Kasavanhalli,1917.0,3.0,132.0,3
4335,Kasavanhalli,1375.0,2.0,78.0,2
4336,Kasavanhalli,4408.0,4.0,344.0,4
4337,Kasavanhalli,1309.0,2.0,95.0,2
4338,Kasavanhalli,1476.0,3.0,105.0,3
4339,Kasavanhalli,1158.0,2.0,67.0,2
4340,Kasavanhalli,1214.0,2.0,67.0,2
4341,Kasavanhalli,2110.0,4.0,120.0,3
4342,Kasavanhalli,1495.0,2.0,110.0,2
4343,Kasavanhalli,1575.0,2.0,85.0,2
4344,Kasavanhalli,1069.0,2.0,55.0,2
4345,Kasavanhalli,1100.0,2.0,68.0,2
4346,Kasavanhalli,1715.0,3.0,112.0,3
4347,Kasavanhalli,1100.0,2.0,65.0,2
4348,Kasavanhalli,1230.0,2.0,66.25,2
4349,Kasavanhalli,1819.0,3.0,150.0,3
4352,Kasavanhalli,1585.0,2.0,90.0,2
4353,Kasavanhalli,1245.0,2.0,80.0,2
4354,Kasavanhalli,2035.0,3.0,142.0,3
4355,Kasavanhalli,1747.0,3.0,110.0,3
4356,Kasavanhalli,1377.0,2.0,80.0,2
4357,Kasavanhalli,1181.0,2.0,61.0,2
4358,Kasavanhalli,1121.0,2.0,75.0,2
4359,Kasturi Nagar,1925.0,3.0,125.0,3
4360,Kasturi Nagar,1567.0,2.0,92.0,2
4363,Kasturi Nagar,1080.0,2.0,80.0,2
4364,Kasturi Nagar,1101.0,2.0,65.0,2
4366,Kasturi Nagar,1896.0,3.0,125.0,4
4367,Kasturi Nagar,1100.0,2.0,58.0,2
4368,Kasturi Nagar,1570.0,3.0,110.0,3
4369,Kasturi Nagar,1000.0,2.0,58.0,2
4370,Kasturi Nagar,1101.0,2.0,66.0,2
4371,Kasturi Nagar,2507.0,4.0,155.0,4
4372,Kathriguppe,1400.0,2.0,77.0,3
4373,Kathriguppe,1250.0,2.0,68.75,3
4374,Kathriguppe,1245.0,2.0,68.48,3
4375,Kathriguppe,1350.0,2.0,87.01,3
4376,Kathriguppe,1350.0,2.0,80.99,3
4377,Kathriguppe,1365.0,2.0,75.08,3
4378,Kathriguppe,1300.0,3.0,77.99,3
4379,Kathriguppe,1350.0,2.0,80.99,3
4380,Kathriguppe,1390.0,2.0,76.45,3
4381,Kathriguppe,1350.0,3.0,78.3,3
4382,Kathriguppe,1250.0,2.0,68.75,3
4383,Kathriguppe,1300.0,3.0,77.99,3
4384,Kathriguppe,1335.0,2.0,73.43,3
4385,Kathriguppe,1300.0,3.0,77.99,3
4386,Kathriguppe,1300.0,3.0,77.99,3
4387,Kathriguppe,1335.0,2.0,73.43,3
4388,Kathriguppe,1350.0,3.0,80.99,3
4389,Kathriguppe,1250.0,2.0,68.75,2
4390,Kathriguppe,1350.0,3.0,80.99,3
4391,Kaval Byrasandra,1200.0,2.0,52.0,2
4392,Kaval Byrasandra,1020.0,2.0,52.0,2
4393,Kaval Byrasandra,1200.0,2.0,49.5,2
4394,Kaval Byrasandra,945.0,2.0,50.0,2
4395,Kaval Byrasandra,1060.0,2.0,45.0,2
4396,Kaval Byrasandra,1100.0,2.0,46.0,2
4397,Kaval Byrasandra,1185.0,2.0,49.0,2
4398,Kaval Byrasandra,997.0,2.0,53.0,2
4399,Kaval Byrasandra,1060.0,2.0,42.0,2
4400,Kaval Byrasandra,480.0,1.0,25.0,1
4401,Kaval Byrasandra,1125.0,2.0,41.5,2
4402,Kaval Byrasandra,1180.0,2.0,60.0,2
4403,Kaval Byrasandra,1450.0,3.0,75.0,3
4404,Kaval Byrasandra,1066.0,2.0,55.0,2
4405,Kaval Byrasandra,1025.0,2.0,60.0,2
4406,Kaval Byrasandra,1400.0,3.0,75.0,3
4407,Kenchenahalli,1015.0,2.0,58.0,2
4408,Kenchenahalli,715.0,1.0,45.0,1
4409,Kenchenahalli,1150.0,2.0,58.0,2
4410,Kenchenahalli,1280.0,2.0,69.0,3
4412,Kenchenahalli,870.0,1.0,45.0,2
4413,Kenchenahalli,1150.0,2.0,60.0,2
4414,Kenchenahalli,700.0,1.0,35.0,1
4415,Kenchenahalli,1060.0,2.0,52.0,2
4416,Kenchenahalli,1150.0,2.0,57.0,2
4417,Kenchenahalli,1720.0,3.0,100.0,3
4418,Kenchenahalli,1015.0,2.0,60.0,2
4420,Kengeri,750.0,2.0,38.0,2
4423,Kengeri,1200.0,2.0,58.0,2
4427,Kengeri,1025.0,2.0,57.0,2
4429,Kengeri,1082.0,2.0,49.0,3
4432,Kengeri,750.0,2.0,36.0,2
4435,Kengeri,726.0,2.0,35.0,2
4436,Kengeri,416.0,1.0,19.5,1
4437,Kengeri,900.0,2.0,45.0,2
4440,Kengeri,502.0,1.0,25.0,1
4442,Kengeri,1200.0,3.0,67.0,3
4444,Kengeri,500.0,1.0,17.0,1
4445,Kengeri,540.0,1.0,22.5,1
4446,Kengeri,750.0,2.0,35.5,2
4447,Kengeri,1741.0,3.0,80.0,3
4449,Kengeri,1200.0,2.0,58.0,2
4452,Kengeri,750.0,2.0,36.5,2
4454,Kengeri,416.0,1.0,18.0,1
4456,Kengeri,883.0,2.0,49.0,2
4457,Kengeri,1052.0,2.0,51.0,2
4458,Kengeri,1220.0,2.0,63.0,2
4459,Kengeri,1150.0,1.0,52.0,1
4460,Kengeri,1192.0,2.0,53.5,2
4462,Kengeri,750.0,2.0,40.0,2
4463,Kengeri,600.0,1.0,35.0,1
4464,Kengeri,1035.0,2.0,51.5,2
4465,Kengeri,3000.0,5.0,130.0,8
4466,Kengeri,410.0,1.0,15.0,1
4467,Kengeri,416.0,1.0,17.19,1
4470,Kengeri,2500.0,4.0,100.0,5
4471,Kengeri,550.0,1.0,16.75,1
4472,Kengeri Satellite Town,890.0,2.0,35.0,2
4473,Kengeri Satellite Town,883.0,2.0,45.0,2
4474,Kengeri Satellite Town,1415.0,2.0,66.0,3
4475,Kengeri Satellite Town,930.0,1.0,30.0,1
4476,Kengeri Satellite Town,1635.0,2.0,78.0,3
4477,Kengeri Satellite Town,1050.0,2.0,43.0,2
4478,Kengeri Satellite Town,1007.0,2.0,42.0,2
4479,Kengeri Satellite Town,635.0,1.0,22.0,2
4480,Kengeri Satellite Town,818.0,2.0,26.0,2
4481,Kengeri Satellite Town,1030.0,2.0,50.0,2
4482,Kengeri Satellite Town,1200.0,2.0,65.0,2
4483,Kengeri Satellite Town,795.0,2.0,32.0,2
4484,Kengeri Satellite Town,1302.5,2.0,44.285,2
4485,Kengeri Satellite Town,800.0,2.0,40.0,2
4486,Kengeri Satellite Town,654.0,1.0,22.0,1
4487,Kengeri Satellite Town,1060.0,2.0,42.0,2
4488,Kengeri Satellite Town,750.0,2.0,33.0,2
4489,Kengeri Satellite Town,920.0,2.0,39.0,2
4490,Kengeri Satellite Town,985.0,2.0,42.0,2
4491,Kengeri Satellite Town,410.0,1.0,15.0,1
4492,Kengeri Satellite Town,1120.0,2.0,49.0,2
4494,Kengeri Satellite Town,1110.0,2.0,43.0,2
4495,Kengeri Satellite Town,1170.0,2.0,50.0,2
4496,Kengeri Satellite Town,777.4,2.0,25.0,2
4497,Kengeri Satellite Town,800.0,2.0,32.0,2
4498,Kereguddadahalli,950.0,2.0,32.0,2
4499,Kereguddadahalli,1400.0,2.0,48.0,3
4500,Kereguddadahalli,800.0,2.0,28.0,2
4501,Kereguddadahalli,904.0,2.0,30.0,2
4503,Kereguddadahalli,1000.0,2.0,30.0,2
4504,Kereguddadahalli,1240.0,3.0,41.0,3
4505,Kereguddadahalli,600.0,1.0,19.5,1
4506,Kereguddadahalli,1080.0,2.0,32.0,2
4507,Kereguddadahalli,1000.0,2.0,34.0,2
4510,Kereguddadahalli,1015.0,2.0,35.0,2
4511,Kodichikkanahalli,1190.0,2.0,57.0,3
4512,Kodichikkanahalli,995.0,2.0,41.0,2
4513,Kodichikkanahalli,2700.0,7.0,125.0,5
4514,Kodichikkanahalli,1495.0,2.0,75.0,3
4515,Kodichikkanahalli,1125.0,2.0,52.0,2
4516,Kodichikkanahalli,1150.0,2.0,48.0,2
4517,Kodichikkanahalli,1070.0,2.0,43.0,2
4518,Kodichikkanahalli,1620.0,2.0,85.0,3
4520,Kodichikkanahalli,1026.0,2.0,45.0,2
4521,Kodichikkanahalli,2500.0,7.0,125.0,5
4522,Kodichikkanahalli,450.0,1.0,18.0,1
4523,Kodichikkanahalli,907.0,2.0,38.5,2
4524,Kodichikkanahalli,1181.0,2.0,57.0,2
4525,Kodichikkanahalli,900.0,2.0,42.0,2
4527,Kodichikkanahalli,1400.0,3.0,66.0,3
4528,Kodichikkanahalli,976.0,2.0,50.0,2
4529,Kodichikkanahalli,2700.0,4.0,125.0,5
4530,Kodichikkanahalli,1299.0,2.0,58.0,2
4531,Kodigehaali,1166.0,2.0,55.0,2
4532,Kodigehaali,1320.0,3.0,65.0,3
4533,Kodigehaali,1117.0,2.0,56.0,2
4534,Kodigehaali,1200.0,2.0,55.0,2
4535,Kodigehaali,1200.0,2.0,60.0,2
4536,Kodigehaali,2120.0,3.0,177.0,3
4537,Kodigehaali,1013.0,2.0,51.0,2
4538,Kodigehaali,1324.0,3.0,65.0,3
4539,Kodigehaali,965.0,2.0,38.0,2
4540,Kodigehaali,866.0,2.0,32.0,2
4541,Kodigehaali,1442.0,3.0,80.0,3
4542,Kodigehalli,1270.0,2.0,98.0,2
4543,Kodigehalli,1200.0,2.0,48.0,2
4544,Kodigehalli,655.0,1.0,53.0,1
4545,Kodigehalli,1820.0,3.0,150.0,3
4546,Kodigehalli,635.0,1.0,28.0,2
4547,Kodigehalli,1200.0,4.0,156.0,3
4548,Kodihalli,3252.0,5.0,335.0,4
4549,Kodihalli,2700.0,4.0,270.0,3
4550,Kodihalli,2392.0,4.0,260.0,3
4551,Kodihalli,2408.0,4.0,260.0,3
4552,Kodihalli,2500.0,4.0,260.0,3
4553,Kodihalli,1620.0,3.0,130.0,3
4554,Kodihalli,3260.0,5.0,388.0,4
4555,Kodihalli,3197.0,5.0,335.0,4
4556,Kodihalli,1490.0,2.0,150.0,2
4557,Kogilu,1909.0,3.0,88.0,3
4559,Kogilu,1170.0,2.0,51.99,2
4560,Kogilu,650.0,2.0,28.0,2
4561,Kogilu,1140.0,2.0,50.66,2
4562,Kogilu,1200.0,2.0,53.33,2
4563,Kogilu,1934.0,3.0,150.0,3
4564,Kogilu,540.0,1.0,36.0,1
4565,Kogilu,1559.0,3.0,127.0,3
4566,Kogilu,1190.0,2.0,50.66,2
4567,Kogilu,1140.0,2.0,50.66,2
4568,Kogilu,1559.0,3.0,120.0,3
4569,Kogilu,700.0,1.0,30.84,1
4570,Kogilu,1250.0,2.0,55.55,2
4571,Kogilu,1200.0,2.0,53.33,2
4572,Kogilu,952.0,2.0,49.0,2
4573,Kogilu,700.0,1.0,30.84,1
4574,Kogilu,1250.0,2.0,55.55,2
4575,Kogilu,2456.0,7.0,85.0,7
4576,Kogilu,1140.0,2.0,50.66,2
4577,Kogilu,1140.0,2.0,50.66,2
4578,Konanakunte,2791.0,3.0,223.0,3
4579,Konanakunte,884.0,1.0,58.0,2
4580,Konanakunte,1200.0,4.0,125.0,4
4581,Konanakunte,1200.0,2.0,130.0,4
4582,Konanakunte,2400.0,2.0,180.0,3
4583,Konanakunte,3746.0,6.0,375.0,4
4584,Konanakunte,1423.0,2.0,85.0,3
4585,Koramangala,1320.0,2.0,165.0,2
4586,Koramangala,1253.0,2.0,102.0,2
4587,Koramangala,1580.0,3.0,160.0,3
4589,Koramangala,3500.0,5.0,425.0,4
4590,Koramangala,1005.0,1.0,110.0,2
4591,Koramangala,2292.0,4.0,275.0,3
4593,Koramangala,1290.0,2.0,100.0,2
4594,Koramangala,1300.0,2.0,110.0,2
4596,Koramangala,1325.0,2.0,119.0,2
4597,Koramangala,1140.0,2.0,75.2,2
4598,Koramangala,1260.0,2.0,100.0,2
4599,Koramangala,1975.0,3.0,210.0,3
4600,Koramangala,1900.0,2.0,200.0,2
4602,Koramangala,2292.0,3.0,286.0,3
4603,Koramangala,2300.0,3.0,290.0,3
4606,Koramangala,2503.0,6.0,325.0,4
4608,Koramangala,1320.0,2.0,150.0,2
4609,Koramangala,1320.0,2.0,110.0,2
4610,Koramangala,5985.0,4.0,775.0,4
4611,Koramangala,2461.0,6.0,353.0,4
4613,Koramangala,2246.0,3.0,300.0,3
4616,Koramangala,1083.0,2.0,100.0,2
4617,Koramangala,1744.0,3.0,200.0,3
4618,Koramangala,1180.0,2.0,128.0,2
4619,Koramangala,1320.0,2.0,160.0,2
4620,Koramangala,1370.0,2.0,125.0,2
4621,Koramangala,1100.0,2.0,85.0,2
4622,Koramangala,1249.0,2.0,165.0,2
4623,Koramangala,1200.0,2.0,100.0,2
4625,Koramangala,2223.0,3.0,300.0,3
4626,Koramangala,1744.0,4.0,210.0,3
4627,Koramangala,1866.0,4.0,245.0,3
4628,Koramangala,1320.0,2.0,160.0,2
4629,Koramangala,1350.0,2.0,103.0,2
4630,Koramangala,6000.0,4.0,625.0,4
4632,Koramangala,1320.0,2.0,160.0,2
4633,Koramangala,1710.0,3.0,210.0,3
4634,Koramangala,1355.0,2.0,95.0,2
4635,Koramangala,1600.0,3.0,170.0,3
4636,Koramangala,1260.0,2.0,100.0,2
4639,Kothannur,1206.0,2.0,48.23,2
4641,Kothannur,1100.0,2.0,40.0,2
4642,Kothannur,1197.0,2.0,47.88,2
4643,Kothannur,1197.0,2.0,47.8,2
4644,Kothannur,1070.0,2.0,42.79,2
4647,Kothannur,1070.0,2.0,38.6,2
4648,Kothannur,1485.0,2.0,59.4,3
4649,Kothannur,1215.0,2.0,48.6,3
4650,Kothannur,1404.0,2.0,56.15,3
4651,Kothanur,1200.0,2.0,51.0,2
4652,Kothanur,2400.0,2.0,150.0,3
4653,Kothanur,1828.0,3.0,110.0,3
4654,Kothanur,1186.0,2.0,58.0,2
4656,Kothanur,1847.0,3.0,105.0,3
4658,Kothanur,9600.0,5.0,550.0,5
4659,Kothanur,1435.0,3.0,70.0,3
4660,Kothanur,1187.0,2.0,58.0,2
4661,Kothanur,1847.0,3.0,110.0,3
4662,Kothanur,1460.0,3.0,71.0,3
4663,Kothanur,1185.0,2.0,59.0,2
4664,Kothanur,1436.0,3.0,70.0,3
4665,Kothanur,1462.0,3.0,71.0,3
4666,Kothanur,1790.0,3.0,105.0,3
4668,Kothanur,1070.0,2.0,45.5,2
4670,Kothanur,1145.0,2.0,56.0,2
4671,Kothanur,3401.0,5.0,230.0,4
4672,Kothanur,1455.0,2.0,69.0,2
4673,Kothanur,627.0,1.0,30.0,1
4674,Kothanur,1302.0,2.0,68.5,2
4675,Kothanur,1760.0,3.0,111.0,3
4676,Kothanur,1185.0,2.0,58.0,2
4677,Kothanur,1500.0,1.0,75.0,1
4678,Kothanur,1075.0,2.0,53.0,2
4679,Kothanur,1790.0,3.0,97.0,3
4680,Kothanur,2700.0,4.0,175.0,4
4681,Kothanur,1786.0,2.0,106.0,3
4682,Kothanur,1787.0,3.0,107.0,3
4683,Kothanur,1141.0,2.0,54.0,2
4684,Kothanur,1760.0,3.0,110.0,3
4686,Kothanur,1160.0,2.0,57.0,2
4687,Kothanur,1095.0,2.0,55.0,2
4688,Kothanur,1142.0,2.0,56.0,2
4689,Kothanur,1074.0,2.0,54.0,2
4690,Kothanur,1285.0,2.0,60.0,2
4691,Kothanur,1075.0,2.0,53.0,2
4692,Kothanur,1140.0,2.0,56.0,2
4693,Kothanur,1400.0,2.0,70.0,2
4696,Kothanur,1140.0,2.0,56.0,2
4697,Kothanur,1787.0,3.0,120.0,3
4698,Kothanur,1185.0,2.0,59.0,2
4700,Kothanur,1790.0,3.0,105.0,3
4701,Kothanur,1130.0,2.0,55.0,2
4702,Kothanur,1094.0,2.0,54.0,2
4703,Kothanur,1170.0,3.0,80.0,3
4704,Kothanur,1400.0,2.0,65.0,2
4705,Kothanur,1195.0,2.0,59.0,2
4706,Kothanur,1790.0,3.0,120.0,3
4707,Kothanur,1454.0,3.0,71.5,3
4708,Kudlu,1152.0,2.0,53.5,2
4709,Kudlu,1027.0,2.0,43.0,2
4710,Kudlu,1092.0,2.0,44.0,2
4711,Kudlu,1027.0,2.0,43.0,2
4712,Kudlu,1092.0,2.0,44.0,2
4713,Kudlu,1143.0,2.0,55.0,2
4715,Kudlu,1024.0,2.0,44.0,2
4717,Kudlu,1600.0,3.0,79.0,3
4718,Kudlu,1027.0,2.0,42.0,2
4719,Kudlu,1076.0,2.0,50.0,2
4720,Kudlu,1027.0,2.0,44.0,2
4721,Kudlu,1084.0,2.0,53.0,2
4722,Kudlu,1300.0,2.0,56.0,2
4723,Kudlu,1027.0,2.0,44.0,2
4724,Kudlu,1245.0,2.0,60.0,3
4725,Kudlu,1027.0,2.0,44.0,2
4726,Kudlu,1110.0,2.0,46.0,2
4727,Kudlu,2100.0,3.0,114.0,4
4728,Kudlu,1027.0,2.0,44.0,2
4729,Kudlu,720.0,1.0,33.0,1
4730,Kudlu,1027.0,2.0,44.0,2
4731,Kudlu,1162.0,2.0,52.0,2
4732,Kudlu,1041.0,2.0,53.0,2
4733,Kudlu Gate,1535.0,3.0,83.0,3
4734,Kudlu Gate,1535.0,3.0,85.0,3
4736,Kudlu Gate,1535.0,3.0,86.0,3
4737,Kudlu Gate,1564.0,2.0,92.0,3
4739,Kudlu Gate,1238.0,2.0,55.0,2
4740,Kudlu Gate,1707.0,2.0,99.745,3
4741,Kudlu Gate,1335.0,3.0,89.0,3
4742,Kudlu Gate,703.0,1.0,52.0,1
4743,Kudlu Gate,1535.0,3.0,86.0,3
4744,Kudlu Gate,1532.0,3.0,83.0,3
4745,Kudlu Gate,1113.0,2.0,50.0,2
4747,Kudlu Gate,1185.0,2.0,50.0,2
4751,Kudlu Gate,1215.0,2.0,45.0,2
4752,Kudlu Gate,812.0,2.0,38.25,2
4753,Kudlu Gate,1547.0,2.0,103.0,2
4754,Kudlu Gate,1336.0,2.0,86.0,2
4755,Kudlu Gate,1919.0,3.0,121.0,3
4756,Kudlu Gate,1464.0,3.0,56.0,2
4757,Kudlu Gate,1535.0,3.0,85.0,3
4758,Kudlu Gate,1850.0,3.0,120.0,3
4759,Kudlu Gate,940.0,2.0,69.57,2
4760,Kudlu Gate,1215.0,2.0,44.96,2
4761,Kudlu Gate,1164.0,2.0,75.0,2
4762,Kudlu Gate,3850.0,6.0,205.0,4
4763,Kudlu Gate,1183.0,2.0,79.54,2
4764,Kudlu Gate,1850.0,3.0,110.0,3
4766,Kudlu Gate,1183.0,2.0,79.54,2
4767,Kudlu Gate,1200.0,2.0,44.4,2
4769,Kudlu Gate,1310.0,2.0,53.0,2
4770,Kumaraswami Layout,2000.0,4.0,139.0,4
4771,Kumaraswami Layout,1000.0,2.0,48.5,2
4772,Kumaraswami Layout,1000.0,2.0,58.0,2
4773,Kumaraswami Layout,2400.0,7.0,125.0,7
4774,Kumaraswami Layout,2400.0,2.0,125.0,3
4775,Kumaraswami Layout,1310.0,2.0,70.0,3
4776,Kumaraswami Layout,850.0,1.0,78.0,1
4777,Kumaraswami Layout,3200.0,7.0,150.0,7
4778,Kumaraswami Layout,1310.0,2.0,85.0,3
4779,Kumaraswami Layout,2450.0,3.0,110.0,4
4780,Kumaraswami Layout,3100.0,7.0,145.0,7
4781,Kumaraswami Layout,1200.0,3.0,75.0,3
4782,Kumaraswami Layout,1081.0,2.0,60.0,2
4783,Kundalahalli,1724.0,3.0,125.0,3
4784,Kundalahalli,1030.0,2.0,49.0,2
4785,Kundalahalli,735.0,2.0,57.99,2
4786,Kundalahalli,1047.0,2.0,82.0,2
4787,Kundalahalli,1397.0,3.0,105.0,3
4788,Kundalahalli,1724.0,3.0,127.0,3
4789,Kundalahalli,1010.0,2.0,49.27,2
4790,Kundalahalli,1397.0,3.0,110.0,3
4791,Kundalahalli,1397.0,3.0,104.0,3
4792,Kundalahalli,1397.0,3.0,108.0,3
4793,Kundalahalli,1920.0,3.0,150.0,3
4794,Kundalahalli,1397.0,3.0,105.0,3
4796,Kundalahalli,1724.0,3.0,124.0,3
4797,Kundalahalli,1047.0,2.0,84.0,2
4798,Kundalahalli,1047.0,2.0,83.0,2
4799,Kundalahalli,7000.0,4.0,550.0,4
4801,Kundalahalli,1120.0,2.0,53.76,2
4802,Kundalahalli,1047.0,2.0,82.62,2
4803,Kundalahalli,1047.0,2.0,91.0,2
4804,Kundalahalli,1724.0,3.0,146.0,3
4805,Kundalahalli,1600.0,3.0,170.0,3
4807,Kundalahalli,1724.0,3.0,125.0,3
4808,Kundalahalli,1010.0,2.0,48.27,2
4809,Kundalahalli,1047.0,2.0,89.0,2
4810,Kundalahalli,2500.0,5.0,245.0,4
4811,Kundalahalli,1397.0,3.0,105.0,3
4813,Kundalahalli,1047.0,2.0,72.0,2
4814,Kundalahalli,1260.0,2.0,58.0,2
4815,Kundalahalli,3092.0,4.0,230.0,4
4816,Kundalahalli,1065.0,2.0,70.0,2
4817,Kundalahalli,1724.0,3.0,146.0,3
4818,Kundalahalli,1047.0,2.0,91.0,2
4819,Kundalahalli,1724.0,3.0,128.0,3
4820,Kundalahalli,1315.0,2.0,74.0,2
4821,Kundalahalli,2100.0,3.0,150.0,3
4822,Kundalahalli,1724.0,3.0,125.0,3
4823,Kundalahalli,1724.0,3.0,140.0,3
4824,Kundalahalli,1175.0,2.0,65.0,2
4826,LB Shastri Nagar,1043.0,2.0,55.0,2
4827,LB Shastri Nagar,1184.0,2.0,69.0,2
4828,LB Shastri Nagar,665.0,1.0,32.0,1
4829,LB Shastri Nagar,1250.0,2.0,48.5,2
4830,LB Shastri Nagar,1400.0,2.0,80.0,3
4831,LB Shastri Nagar,1184.0,2.0,62.0,2
4832,LB Shastri Nagar,1200.0,2.0,47.0,2
4833,LB Shastri Nagar,1200.0,2.0,75.0,2
4834,LB Shastri Nagar,1000.0,2.0,49.5,2
4835,Laggere,2800.0,5.0,125.0,5
4836,Laggere,1200.0,3.0,130.0,3
4837,Laggere,1200.0,1.0,125.0,1
4838,Laggere,1200.0,2.0,75.0,2
4839,Laggere,620.0,2.0,48.0,1
4840,Lakshminarayana Pura,1185.0,2.0,75.0,2
4841,Lakshminarayana Pura,1600.0,2.0,108.0,3
4842,Lakshminarayana Pura,1180.0,2.0,75.0,2
4843,Lakshminarayana Pura,1172.0,2.0,82.0,2
4844,Lakshminarayana Pura,1179.0,2.0,75.0,2
4845,Lakshminarayana Pura,1149.0,2.0,75.0,2
4846,Lakshminarayana Pura,1336.0,2.0,100.0,2
4847,Lakshminarayana Pura,1175.0,2.0,75.0,2
4848,Lakshminarayana Pura,1190.0,2.0,75.0,2
4849,Lakshminarayana Pura,1200.0,2.0,75.0,2
4850,Lakshminarayana Pura,1200.0,2.0,75.0,2
4851,Lakshminarayana Pura,1165.0,2.0,75.0,2
4852,Lakshminarayana Pura,1145.0,2.0,75.0,2
4853,Lakshminarayana Pura,1500.0,3.0,104.0,3
4854,Lakshminarayana Pura,1210.0,2.0,75.0,2
4855,Lakshminarayana Pura,1169.0,2.0,75.0,2
4856,Lakshminarayana Pura,1200.0,2.0,75.0,2
4857,Lakshminarayana Pura,1172.0,2.0,75.0,2
4858,Lakshminarayana Pura,1172.0,2.0,75.0,2
4859,Lakshminarayana Pura,1180.0,2.0,75.0,2
4860,Lakshminarayana Pura,1200.0,2.0,83.0,2
4861,Lakshminarayana Pura,1200.0,2.0,80.0,2
4862,Lakshminarayana Pura,1195.0,2.0,75.0,2
4863,Lakshminarayana Pura,1200.0,2.0,80.0,2
4864,Lingadheeranahalli,1521.0,3.0,95.0,3
4865,Lingadheeranahalli,1511.0,3.0,95.0,3
4866,Lingadheeranahalli,1683.0,3.0,109.0,3
4867,Lingadheeranahalli,1519.0,3.0,93.0,3
4868,Lingadheeranahalli,1521.0,3.0,94.99,3
4869,Lingadheeranahalli,1682.0,3.0,120.0,3
4870,Lingadheeranahalli,1521.0,3.0,94.71,3
4871,Lingadheeranahalli,1893.0,3.0,130.0,3
4872,Lingadheeranahalli,1705.0,3.0,110.0,3
4873,Lingadheeranahalli,2245.0,4.0,154.0,4
4874,Lingadheeranahalli,1682.0,3.0,113.0,3
4875,Lingadheeranahalli,1682.0,3.0,114.0,3
4876,Lingadheeranahalli,1506.0,3.0,95.0,3
4877,Lingadheeranahalli,1683.0,3.0,110.0,3
4878,Lingadheeranahalli,1684.0,3.0,120.0,3
4879,Lingadheeranahalli,2236.0,4.0,153.0,4
4880,Lingadheeranahalli,1894.0,4.0,114.0,3
4881,Lingadheeranahalli,2240.0,4.0,160.0,4
4882,Magadi Road,3600.0,6.0,141.0,6
4883,Magadi Road,1116.0,2.0,50.0,2
4885,Magadi Road,884.0,2.0,41.1,2
4886,Magadi Road,1005.0,2.0,55.78,2
4887,Magadi Road,1000.0,2.0,46.5,2
4888,Magadi Road,1500.0,2.0,93.0,4
4890,Magadi Road,1345.0,2.0,55.0,2
4892,Magadi Road,5000.0,6.0,360.0,5
4893,Magadi Road,1116.0,2.0,51.89,2
4894,Magadi Road,1052.0,2.0,60.0,3
4895,Magadi Road,940.0,2.0,50.0,2
4896,Magadi Road,1318.0,2.0,68.0,3
4898,Magadi Road,884.0,2.0,48.0,2
4900,Mahadevpura,1150.0,2.0,52.0,2
4901,Mahadevpura,1250.0,2.0,52.0,2
4902,Mahadevpura,1260.0,2.0,57.6,2
4903,Mahadevpura,730.0,1.0,35.0,1
4904,Mahadevpura,1434.0,2.0,67.39,3
4905,Mahadevpura,1146.0,2.0,53.8,2
4906,Mahadevpura,1532.0,2.0,62.0,2
4907,Mahadevpura,1620.0,2.0,76.0,3
4908,Mahadevpura,1136.0,2.0,64.5,2
4909,Mahadevpura,1400.0,2.0,65.8,3
4910,Mahadevpura,1137.0,2.0,53.4,2
4911,Mahadevpura,1601.0,3.0,95.0,3
4912,Mahadevpura,1450.0,3.0,75.0,3
4913,Mahadevpura,1152.0,2.0,54.0,2
4914,Mahadevpura,1212.0,2.0,56.9,2
4916,Mahadevpura,1505.0,3.0,78.0,3
4917,Mahadevpura,1500.0,2.0,70.0,3
